#title = mean sea level anomaly global ocean (66S to 66N) (Annual signals retained) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
1992.9614,-16.27000,
1992.9865,-17.97000,
1993.0123,-14.87000,
1993.0407,-19.87000,
1993.0660,-25.27000,
1993.0974,-29.37000,
1993.1206,-27.67000,
1993.1493,-21.87000,
1993.1765,-18.97000,
1993.2037,-19.47000,
1993.2307,-22.97000,
1993.2851,-26.27000,
1993.3123,-20.07000,
1993.3394,-19.87000,
1993.3665,-17.17000,
1993.3937,-22.07000,
1993.4208,-26.77000,
1993.4480,-23.77000,
1993.4751,-18.97000,
1993.5021,-15.67000,
1993.5294,-16.27000,
1993.5837,-23.07000,
1993.6117,-18.87000,
1993.6381,-13.47000,
1993.6652,-8.37000,
1993.6923,-9.07000,
1993.7189,-14.17000,
1993.7466,-13.57000,
1993.7738,-8.07000,
1993.8009,-8.37000,
1993.8553,-5.47000,
1993.8824,-12.07000,
1993.9098,-13.67000,
1993.9367,-12.47000,
1993.9639,-6.17000,
1993.9907,-5.57000,
1994.0181,-15.47000,
1994.0452,-16.47000,
1994.0723,-18.87000,
1994.0995,-21.17000,
1994.1267,-20.07000,
1994.1539,-14.07000,
1994.1809,-13.57000,
1994.2353,-18.67000,
1994.2624,-16.47000,
1994.2896,-14.37000,
1994.3168,-11.87000,
1994.3439,-15.67000,
1994.3710,-20.57000,
1994.3982,-23.67000,
1994.4253,-20.77000,
1994.4524,-14.37000,
1994.5067,-20.47000,
1994.5339,-18.77000,
1994.5610,-20.77000,
1994.5882,-15.87000,
1994.6154,-11.97000,
1994.6425,-7.57000,
1994.6697,-8.77000,
1994.6968,-9.77000,
1994.7239,-11.17000,
1994.7510,-8.97000,
1994.7782,-6.57000,
1994.8054,-0.07000,
1994.8325,-1.77000,
1994.8868,-10.77000,
1994.9140,-12.07000,
1994.9412,-3.47000,
1994.9684,-3.87000,
1994.9955,-8.37000,
1995.0226,-12.47000,
1995.0497,-16.07000,
1995.0769,-8.67000,
1995.1040,-9.97000,
1995.1312,-11.77000,
1995.1583,-12.47000,
1995.2127,-11.47000,
1995.2398,-16.87000,
1995.2669,-11.37000,
1995.2941,-9.27000,
1995.3212,-13.27000,
1995.3755,-18.07000,
1995.4028,-14.97000,
1995.4298,-9.47000,
1995.4569,-12.57000,
1995.4841,-17.87000,
1995.5384,-20.77000,
1995.5655,-15.67000,
1995.5927,-11.77000,
1995.6199,-7.47000,
1995.6470,-11.07000,
1995.6740,-10.87000,
1995.7013,-6.57000,
1995.7285,1.83000,
1995.7556,-0.17000,
1995.7827,-1.17000,
1995.8371,-5.47000,
1995.8643,-5.17000,
1995.8899,-1.77000,
1995.9456,-1.47000,
1995.9728,-3.47000,
1995.9998,-10.37000,
1996.0270,-13.37000,
1996.0533,-11.87000,
1996.0814,-7.57000,
1996.1084,-4.37000,
1996.1631,-11.47000,
1996.1899,-14.67000,
1996.2171,-11.37000,
1996.2442,-7.07000,
1996.2714,-10.27000,
1996.2985,-14.77000,
1996.3257,-15.07000,
1996.3529,-12.67000,
1996.3800,-10.07000,
1996.4071,-8.07000,
1996.4342,-10.87000,
1996.4886,-16.07000,
1996.5157,-13.37000,
1996.5429,-7.97000,
1996.5700,-2.87000,
1996.5972,-5.07000,
1996.6244,-10.07000,
1996.6515,-10.07000,
1996.6786,-10.27000,
1996.7053,-2.87000,
1996.7335,4.63000,
1996.7600,6.13000,
1996.8144,12.73000,
1996.8415,12.63000,
1996.8687,8.83000,
1996.8959,1.63000,
1996.9230,-1.97000,
1996.9501,-6.07000,
1996.9770,-13.37000,
1997.0044,-10.57000,
1997.0316,-5.67000,
1997.0587,-6.87000,
1997.0858,-8.17000,
1997.1402,-12.87000,
1997.1673,-10.87000,
1997.1944,-9.27000,
1997.2216,-7.17000,
1997.2487,-8.97000,
1997.2759,-13.07000,
1997.3030,-15.77000,
1997.3302,-11.77000,
1997.3573,-6.47000,
1997.3844,-8.87000,
1997.4116,-8.77000,
1997.4659,-15.47000,
1997.4928,-9.97000,
1997.5202,-6.37000,
1997.5474,-0.07000,
1997.5745,-4.57000,
1997.6288,-4.77000,
1997.6560,-0.57000,
1997.6830,4.23000,
1997.7103,8.83000,
1997.7374,6.23000,
1997.7917,4.13000,
1997.8189,6.43000,
1997.8460,10.63000,
1997.8731,4.63000,
1997.9001,-0.87000,
1997.9274,-4.67000,
1997.9546,-8.17000,
1997.9817,-3.17000,
1998.0083,-1.87000,
1998.0360,-1.17000,
1998.0903,-8.47000,
1998.1174,-8.77000,
1998.1446,-6.37000,
1998.1717,-4.27000,
1998.1989,-3.97000,
1998.2261,-7.27000,
1998.2532,-11.17000,
1998.2792,-9.47000,
1998.3075,-4.87000,
1998.3347,-3.77000,
1998.3617,-7.27000,
1998.4158,-16.27000,
1998.4432,-14.07000,
1998.4704,-10.37000,
1998.4976,-3.67000,
1998.5247,-4.77000,
1998.5518,-9.57000,
1998.6062,-7.37000,
1998.6333,-4.57000,
1998.6604,-0.17000,
1998.6876,0.33000,
1998.7147,-5.17000,
1998.7419,-4.67000,
1998.7689,-2.57000,
1998.8234,6.53000,
1998.8505,2.53000,
1998.8775,-4.07000,
1998.9046,-10.17000,
1998.9319,-3.97000,
1998.9591,-3.27000,
1998.9862,0.13000,
1999.0133,-4.17000,
1999.0405,-6.87000,
1999.0948,-11.17000,
1999.1256,3.73000,
1999.1491,-1.27000,
1999.1763,-6.37000,
1999.2034,-11.77000,
1999.2306,-10.37000,
1999.2577,-7.87000,
1999.2848,-5.37000,
1999.3392,-8.27000,
1999.3663,-13.77000,
1999.3933,-16.27000,
1999.4206,-10.47000,
1999.4478,-11.57000,
1999.4749,-7.27000,
1999.5020,-4.57000,
1999.5292,-9.27000,
1999.5566,-10.57000,
1999.5834,-4.37000,
1999.6106,-3.27000,
1999.6377,1.83000,
1999.6920,-2.97000,
1999.7192,1.33000,
1999.7462,2.83000,
1999.7735,11.33000,
1999.8008,10.73000,
1999.8278,5.43000,
1999.8550,-1.17000,
1999.8822,-1.57000,
1999.9092,1.43000,
1999.9636,7.63000,
1999.9907,5.73000,
2000.0178,-3.07000,
2000.0450,-3.17000,
2000.0721,3.43000,
2000.0993,0.73000,
2000.1264,-1.57000,
2000.1536,-4.57000,
2000.1807,-9.27000,
2000.2078,-9.57000,
2000.2350,-1.17000,
2000.2894,-2.57000,
2000.3165,-8.47000,
2000.3436,-12.87000,
2000.3707,-12.27000,
2000.3978,-8.37000,
2000.4250,-3.87000,
2000.4522,-4.97000,
